GalaxyName,ClassAuditOnly,SPARC_RadiusKpc,SPARC_RadiusFraction,THINGS_RingIndex,THINGS_RadiusCenterKpc,RadiusDeltaKpc,StressDispersionOverRotationScale,S_tau_source_percentile,S_tau_source_log,CalibrationStatus,ReadoutStatus,AbsResidualProjection,AbsResidualMONDSimple,AbsResidualRAR
NGC7331,A,21.41,0.589645,100,21.487184754,0.077184754,0.095697818,0.838458535,0.485372924,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0865888121183,0.0990396029895,0.0931941510596
NGC7331,A,22.49,0.619389,105,22.556198920,0.066198920,0.099967540,0.831237059,0.480315333,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0732706897432,0.0855297639024,0.080097535825
NGC7331,A,23.48,0.646654,109,23.411410254,0.068589746,0.066447765,0.887929802,0.520559569,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0782802502181,0.0904877773899,0.0853861474089
NGC7331,A,24.57,0.676673,114,24.480424421,0.089575579,0.090472584,0.847296090,0.491589227,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0752779703464,0.0875747957488,0.0828491481551
NGC7331,A,25.65,0.706417,119,25.549438588,0.100561412,0.097487922,0.835430892,0.483250107,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0732077573469,0.0857523385581,0.081355960141
NGC7331,A,26.74,0.736436,125,26.832255588,0.092255588,0.084602216,0.857224774,0.498608657,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0594731581463,0.0724085416656,0.0683037218912
NGC7331,A,27.82,0.76618,130,27.901269755,0.081269755,0.097816979,0.834874350,0.482860267,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0490193158676,0.0625091987543,0.0586788770193
NGC7331,A,28.91,0.796199,135,28.970283922,0.060283922,0.113225769,0.808813120,0.464734847,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0416393683108,0.0558750649587,0.0523083435151
NGC7331,A,29.89,0.823189,139,29.825495255,0.064504745,0.106496444,0.820194578,0.472619523,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0262219428028,0.0412849693717,0.0379399717443
NGC7331,A,30.98,0.853208,144,30.894509422,0.085490578,0.104679570,0.823267497,0.474756556,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0396113844071,0.0557381558694,0.0526172064639
NGC7331,A,32.06,0.882952,149,31.963523589,0.096476411,0.100218947,0.830811848,0.480018148,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0336965586366,0.0509472665258,0.048017071541
NGC7331,A,33.15,0.912972,155,33.246340589,0.096340589,0.098236765,0.834164357,0.482363109,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0169038184309,0.0353085126867,0.0325417535686
NGC7331,A,34.23,0.942716,160,34.315354756,0.085354756,0.097093458,0.836098058,0.483717589,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0211329464101,0.0407795313691,0.038162798405
NGC7331,A,35.32,0.972735,165,35.384368923,0.064368923,0.096058526,0.837848461,0.484944895,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.000716407926797,0.0203379268765,0.0178675190923
NGC7331,A,36.31,1,169,36.239580256,0.070419744,0.101853782,0.828046815,0.478087283,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.00370841500343,0.0263918224452,0.0240673017188
