FileName,Bytes,Checksum,DownloadURL,CandidateSPARCOverlap,SuggestedUse,RedistributionPolicy,InterpretationGuardrail
NGC5055-HR_coldens.fits,4222080,md5:dd5f446c0e3d4af1953067a9f50d1804,https://zenodo.org/api/records/2552349/files/NGC5055-HR_coldens.fits/content,NGC5055,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5055-HR-cube.fits,708854400,md5:b79c400fe41e3c551b949d05c4b30332,https://zenodo.org/api/records/2552349/files/NGC5055-HR-cube.fits/content,NGC5055,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5055-HR_mom0m.fits,4222080,md5:87fb69c50dcf4274f6324972b8ec58d1,https://zenodo.org/api/records/2552349/files/NGC5055-HR_mom0m.fits/content,NGC5055,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC3198-HR-cube.fits,415267200,md5:9165c79607131daeb5b4e9efb3f074ce,https://zenodo.org/api/records/2552349/files/NGC3198-HR-cube.fits/content,NGC3198,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC3198-HR_mom0m.fits,4236480,md5:f4037301cc9d334c9d488a4d9f0992e8,https://zenodo.org/api/records/2552349/files/NGC3198-HR_mom0m.fits/content,NGC3198,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5055-HR_mom1m.fits,4222080,md5:31e8ea06299e767018882ce35a228e14,https://zenodo.org/api/records/2552349/files/NGC5055-HR_mom1m.fits/content,NGC5055,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5055-LR_coldens.fits,4222080,md5:8a320b9546608dbfebd0b12191739d4f,https://zenodo.org/api/records/2552349/files/NGC5055-LR_coldens.fits/content,NGC5055,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4274-LR_mom1m.fits,4222080,md5:63af40e3580a7249d94d93b6748e316b,https://zenodo.org/api/records/2552349/files/NGC4274-LR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC3198-HR_mom1m.fits,4233600,md5:fcbd5b3e7fdd5271f6c72b22b5305603,https://zenodo.org/api/records/2552349/files/NGC3198-HR_mom1m.fits/content,NGC3198,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4274-LR_mom0m.fits,4222080,md5:2c5578f7ebdca2d7d07d17c9d5206712,https://zenodo.org/api/records/2552349/files/NGC4274-LR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC1003-HR-cube.fits,348145920,md5:62d55fa44e72e82d56e11cbd27d183e4,https://zenodo.org/api/records/2552349/files/NGC1003-HR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC1003-HR_coldens.fits,4224960,md5:7fa1da4ac8502b3a7bf9e6aaa9851931,https://zenodo.org/api/records/2552349/files/NGC1003-HR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4274-LR-cube.fits,876628800,md5:93fa8fe8440c09a0089894e42cf2b108,https://zenodo.org/api/records/2552349/files/NGC4274-LR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5055-LR-cube.fits,708854400,md5:30d07d38b906d7bf128450844e35c956,https://zenodo.org/api/records/2552349/files/NGC5055-LR-cube.fits/content,NGC5055,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC3198-LR_coldens.fits,4236480,md5:93d9882c698cba3717d6fb0fb99f891c,https://zenodo.org/api/records/2552349/files/NGC3198-LR_coldens.fits/content,NGC3198,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC3198-LR-cube.fits,415267200,md5:ddcb3b5c44e823858c949a45ef68367f,https://zenodo.org/api/records/2552349/files/NGC3198-LR-cube.fits/content,NGC3198,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0949-LR_mom1m.fits,4222080,md5:a9809ad375394a241392e47025336691,https://zenodo.org/api/records/2552349/files/NGC0949-LR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5055-LR_mom0m.fits,4222080,md5:2997f313eec1f7e58ddbb5e98a5aa588,https://zenodo.org/api/records/2552349/files/NGC5055-LR_mom0m.fits/content,NGC5055,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC3198-LR_mom0m.fits,4236480,md5:be16711535e16814475210250bf2c470,https://zenodo.org/api/records/2552349/files/NGC3198-LR_mom0m.fits/content,NGC3198,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5055-LR_mom1m.fits,4222080,md5:1ec2526bdd2a4affa1372880f52762d0,https://zenodo.org/api/records/2552349/files/NGC5055-LR_mom1m.fits/content,NGC5055,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0949-LR_mom0m.fits,4224960,md5:fd75437e2590dda298587d84e8c06faa,https://zenodo.org/api/records/2552349/files/NGC0949-LR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0891-HR_mom0m.fits,4253760,md5:18c9cbd8465e4a81da23e3f6f30b45aa,https://zenodo.org/api/records/2552349/files/NGC0891-HR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC2541-HR-cube.fits,415252800,md5:de412bc3e3a1cf0c39a278e90851e8a9,https://zenodo.org/api/records/2552349/files/NGC2541-HR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC2541-HR_mom0m.fits,4222080,md5:fc6149afc34a6fb0d5bcd7b13cb21aa4,https://zenodo.org/api/records/2552349/files/NGC2541-HR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4565-HR_coldens.fits,4230720,md5:1547a75e70db75c86b29e0afc41ee570,https://zenodo.org/api/records/2552349/files/NGC4565-HR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4565-HR-cube.fits,668214720,md5:97ec36da2aaf4499cb06a20fb752a3fc,https://zenodo.org/api/records/2552349/files/NGC4565-HR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4565-HR_mom0m.fits,4230720,md5:6f89ebd4eaabd9cccc83c4695bc252fd,https://zenodo.org/api/records/2552349/files/NGC4565-HR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4565-HR_mom1m.fits,4230720,md5:1b1bd28b8d8caa4ecd78f1fbfcbfdc03,https://zenodo.org/api/records/2552349/files/NGC4565-HR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4565-LR_coldens.fits,4222080,md5:2e418167d805bf3847ce65c132ae3591,https://zenodo.org/api/records/2552349/files/NGC4565-LR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4565-LR-cube.fits,666910080,md5:bdcf4b308379825853769cbcb6bc73ab,https://zenodo.org/api/records/2552349/files/NGC4565-LR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC2541-HR_mom1m.fits,4222080,md5:290a53d6bcaf372bb0d4b508dad6df64,https://zenodo.org/api/records/2552349/files/NGC2541-HR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4559-LR_mom1m.fits,4242240,md5:e27de9b2c5320b05b9181bfea6c0a002,https://zenodo.org/api/records/2552349/files/NGC4559-LR_mom1m.fits/content,NGC4559,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4559-LR_mom0m.fits,4245120,md5:7ab549b63b9c858aa5cdde82e3c1ae82,https://zenodo.org/api/records/2552349/files/NGC4559-LR_mom0m.fits/content,NGC4559,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4559-LR-cube.fits,415275840,md5:662a6ffb25f7403e6912693ec2a54a8c,https://zenodo.org/api/records/2552349/files/NGC4559-LR-cube.fits/content,NGC4559,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4559-LR_coldens.fits,4245120,md5:befb277ab968daf3fc4d20a08851f668,https://zenodo.org/api/records/2552349/files/NGC4559-LR_coldens.fits/content,NGC4559,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC2541-HR_coldens.fits,4222080,md5:e0f878b8a8be9ea672f614318462ddb5,https://zenodo.org/api/records/2552349/files/NGC2541-HR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4559-HR_mom1m.fits,4242240,md5:46809fb342f4453dc1ab2ee5bf1d0812,https://zenodo.org/api/records/2552349/files/NGC4559-HR_mom1m.fits/content,NGC4559,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4565-LR_mom0m.fits,4222080,md5:c86b5856747c8a8976a872ae6c5de979,https://zenodo.org/api/records/2552349/files/NGC4565-LR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4565-LR_mom1m.fits,4222080,md5:00e85645e8c9edf0cf0725ee02de3a08,https://zenodo.org/api/records/2552349/files/NGC4565-LR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4559-HR_mom0m.fits,4242240,md5:ac8f435c2367e23801a88b5089464b48,https://zenodo.org/api/records/2552349/files/NGC4559-HR_mom0m.fits/content,NGC4559,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4631-HR_coldens.fits,4259520,md5:8a506691176cc218274d2253b03401e0,https://zenodo.org/api/records/2552349/files/NGC4631-HR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4559-HR-cube.fits,415275840,md5:526f960234ad1e33784ee65aa21c1d70,https://zenodo.org/api/records/2552349/files/NGC4559-HR-cube.fits/content,NGC4559,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC2541-LR_coldens.fits,4222080,md5:10850c42de060da2d2061ad1ed538d17,https://zenodo.org/api/records/2552349/files/NGC2541-LR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC2403-LR_mom1m.fits,2664000,md5:63056b01fb5436bf172539e8746fe981,https://zenodo.org/api/records/2552349/files/NGC2403-LR_mom1m.fits/content,NGC2403,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC2403-LR_mom0m.fits,2669760,md5:c08a528347a32879148d15c18bd64249,https://zenodo.org/api/records/2552349/files/NGC2403-LR_mom0m.fits/content,NGC2403,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4559-HR_coldens.fits,4245120,md5:583d47fa2a068e8b8476e5db98460375,https://zenodo.org/api/records/2552349/files/NGC4559-HR_coldens.fits/content,NGC4559,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4448-LR_mom1m.fits,1088640,md5:478207cc04e440b8d945d898d79bba3b,https://zenodo.org/api/records/2552349/files/NGC4448-LR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4448-LR_mom0m.fits,1091520,md5:3690701642290fb4685334dcb2997aa1,https://zenodo.org/api/records/2552349/files/NGC4448-LR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4448-LR-cube.fits,39876480,md5:f08d46ede00b1cbc344662ef76640db4,https://zenodo.org/api/records/2552349/files/NGC4448-LR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4448-LR_coldens.fits,1091520,md5:9ece0ab9195a3ccd33bc4d7bb4ecd9ac,https://zenodo.org/api/records/2552349/files/NGC4448-LR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4448-HR_mom1m.fits,1088640,md5:d5bd91c16fee87eb9c26c13d8e75fbc9,https://zenodo.org/api/records/2552349/files/NGC4448-HR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4448-HR_mom0m.fits,1091520,md5:1da24ffad33c44e07ec134c2c2742d3a,https://zenodo.org/api/records/2552349/files/NGC4448-HR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4448-HR-cube.fits,39876480,md5:0629412810b74a470adcce7d78555923,https://zenodo.org/api/records/2552349/files/NGC4448-HR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4448-HR_coldens.fits,1091520,md5:fef6b3177a9c9dd008c8ad39843c95a9,https://zenodo.org/api/records/2552349/files/NGC4448-HR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC2541-LR-cube.fits,415252800,md5:a64892c7b2c8c26e8297d99d924f4e07,https://zenodo.org/api/records/2552349/files/NGC2541-LR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC2541-LR_mom0m.fits,4222080,md5:8cf3682b0618529b52bec11e94b08e8e,https://zenodo.org/api/records/2552349/files/NGC2541-LR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC2541-LR_mom1m.fits,4222080,md5:76a07e30eead41900d06b6e991a4b874,https://zenodo.org/api/records/2552349/files/NGC2541-LR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC3198-HR_coldens.fits,4236480,md5:1ecc5c4703de97abfb3033c7fad6fe83,https://zenodo.org/api/records/2552349/files/NGC3198-HR_coldens.fits/content,NGC3198,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4414-LR_mom1m.fits,4224960,md5:9d3fb67270c5148cc3a8e901c6da0f42,https://zenodo.org/api/records/2552349/files/NGC4414-LR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC2403-LR-cube.fits,153696960,md5:9b75fe66794fe65a878a2f6b3731c2f3,https://zenodo.org/api/records/2552349/files/NGC2403-LR-cube.fits/content,NGC2403,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC2403-LR_coldens.fits,2669760,md5:a39a2244cb66fee7d349d4b14f04e586,https://zenodo.org/api/records/2552349/files/NGC2403-LR_coldens.fits/content,NGC2403,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4414-LR_mom0m.fits,4227840,md5:18780d75773aece6bda83c6d2312a587,https://zenodo.org/api/records/2552349/files/NGC4414-LR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4631-HR-cube.fits,599837760,md5:8aee56943efa1f4d670f943b851d9734,https://zenodo.org/api/records/2552349/files/NGC4631-HR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC2403-HR_mom1m.fits,2664000,md5:443fe766175da925cad7017991f3531f,https://zenodo.org/api/records/2552349/files/NGC2403-HR_mom1m.fits/content,NGC2403,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC2403-HR_mom0m.fits,2669760,md5:41211b46bf19420113b3812f1362202c,https://zenodo.org/api/records/2552349/files/NGC2403-HR_mom0m.fits/content,NGC2403,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC2403-HR-cube.fits,153694080,md5:6e95e60acb0fe7df00ec990796b97f1c,https://zenodo.org/api/records/2552349/files/NGC2403-HR-cube.fits/content,NGC2403,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4631-HR_mom0m.fits,4259520,md5:0377e8beef17bc989cef73aa22e46544,https://zenodo.org/api/records/2552349/files/NGC4631-HR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4414-LR-cube.fits,624971520,md5:4803ffed0f187e95f8418afb908bdfe1,https://zenodo.org/api/records/2552349/files/NGC4414-LR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4631-HR_mom1m.fits,4256640,md5:8da640e2dcc1ad6a169c4d5259bd8c13,https://zenodo.org/api/records/2552349/files/NGC4631-HR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4414-LR_coldens.fits,4227840,md5:fb9cd55b3a25bbdca39dad026c7c722a,https://zenodo.org/api/records/2552349/files/NGC4414-LR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC2403-HR_coldens.fits,2669760,md5:48efb108aca7ae478f5d110b4e9f9204,https://zenodo.org/api/records/2552349/files/NGC2403-HR_coldens.fits/content,NGC2403,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4414-HR_mom1m.fits,4224960,md5:becb79db78626b4cc2cf455b2197a72c,https://zenodo.org/api/records/2552349/files/NGC4414-HR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4631-LR_coldens.fits,4259520,md5:4c59c7d2c7e67ca0e8e88179d096fabf,https://zenodo.org/api/records/2552349/files/NGC4631-LR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC3198-LR_mom1m.fits,4233600,md5:f395e1f9c6c212ae933bb71e2a07539f,https://zenodo.org/api/records/2552349/files/NGC3198-LR_mom1m.fits/content,NGC3198,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0949-LR-cube.fits,369118080,md5:c0814094d7a3c7d55d0fd8315fb1620a,https://zenodo.org/api/records/2552349/files/NGC0949-LR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4274-LR_coldens.fits,4224960,md5:3dbc762dd83a20cd2662c59cb8390e67,https://zenodo.org/api/records/2552349/files/NGC4274-LR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0949-LR_coldens.fits,4224960,md5:143dc3e539b19547dc58b09897bf9171,https://zenodo.org/api/records/2552349/files/NGC0949-LR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0949-HR_mom1m.fits,4222080,md5:255bfbce67bd92b1c017cbf0ecce975d,https://zenodo.org/api/records/2552349/files/NGC0949-HR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
