GalaxyName,Class,PointIndex,RadiusKpc,RadiusFraction,aN_over_a0,SignedLogResidual_TPG,AbsLogResidual_TPG,CumulativeMeanSignedResidual,CumulativeSignedResidual,S_tau_eff_clipped_0_2,InterpretationGuardrail
UGC06818,C,8,6.98,1,0.040278,0.060517240,0.060517240,-0.197344531,-1.578756246,1.115683627,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06917,C,1,1.74,0.166189,0.245547,-0.062632196,0.062632196,-0.062632196,-0.062632196,0.835435171,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06917,C,2,2.61,0.249284,0.180645,0.016701113,0.016701113,-0.022965542,-0.045931084,1.041761179,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06917,C,3,3.5,0.334288,0.150128,0.100218550,0.100218550,0.018095822,0.054287466,1.249220078,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06917,C,4,4.37,0.417383,0.138782,0.115557228,0.115557228,0.042461173,0.169844694,1.284163831,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06917,C,5,5.24,0.500478,0.123304,0.104602688,0.104602688,0.054889476,0.274447382,1.248907540,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06917,C,6,6.11,0.583572,0.110699,0.087863731,0.087863731,0.060385186,0.362311113,1.202471152,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06917,C,7,6.98,0.666667,0.103588,0.052723041,0.052723041,0.059290593,0.415034154,1.117700074,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06917,C,8,7.85,0.749761,0.0943311,0.043977268,0.043977268,0.057376428,0.459011422,1.095909453,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06917,C,9,8.72,0.832856,0.0856562,0.042105084,0.042105084,0.055679612,0.501116506,1.090041345,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06917,C,10,9.6,0.916905,0.081983,0.054891387,0.054891387,0.055600789,0.556007893,1.117176316,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06917,C,11,10.47,1,0.0817695,0.021419467,0.021419467,0.052493396,0.577427360,1.044938601,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06973,C,1,1.74,0.221656,10.4693,-0.456107413,0.456107413,-0.456107413,-0.456107413,0.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06973,C,2,2.61,0.332484,5.0538,-0.302085228,0.302085228,-0.379096320,-0.758192641,0.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06973,C,3,3.5,0.44586,2.95569,-0.240639435,0.240639435,-0.332944025,-0.998832075,0.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06973,C,4,4.37,0.556688,1.88715,-0.169972139,0.169972139,-0.292201054,-1.168804215,0.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06973,C,5,5.32,0.677707,1.30104,-0.120784994,0.120784994,-0.257917842,-1.289589209,0.331954703,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06973,C,6,6.28,0.8,0.944876,-0.070722781,0.070722781,-0.226718665,-1.360311990,0.668988036,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06973,C,7,6.81,0.867516,0.800027,-0.036051121,0.036051121,-0.199480445,-1.396363112,0.843297362,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06973,C,8,7.33,0.933758,0.685088,-0.014188946,0.014188946,-0.176319007,-1.410552058,0.942428668,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06973,C,9,7.85,1,0.593976,0.010657244,0.010657244,-0.155543868,-1.399894814,1.040863481,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07323,C,1,0.58,0.0996564,0.113225,-0.173383452,0.173383452,-0.173383452,-0.173383452,0.647354989,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07323,C,2,1.17,0.201031,0.142112,-0.224372407,0.224372407,-0.198877929,-0.397755859,0.531129043,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07323,C,3,1.75,0.300687,0.143145,-0.218198846,0.218198846,-0.205318235,-0.615954705,0.541875150,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07323,C,4,2.33,0.400344,0.135727,-0.163135951,0.163135951,-0.194772664,-0.779090656,0.652654723,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07323,C,5,2.91,0.5,0.136113,-0.157622206,0.157622206,-0.187342572,-0.936712862,0.663268083,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07323,C,6,3.5,0.601375,0.134841,-0.093016912,0.093016912,-0.171621629,-1.029729773,0.795351811,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07323,C,7,4.07,0.699313,0.137435,-0.060912325,0.060912325,-0.155806014,-1.090642099,0.863233585,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07323,C,8,4.65,0.798969,0.143915,-0.089321101,0.089321101,-0.147495400,-1.179963200,0.800052494,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07323,C,9,5.23,0.898625,0.136679,-0.090911942,0.090911942,-0.141208349,-1.270875141,0.799137867,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07323,C,10,5.82,1,0.12424,-0.080482598,0.080482598,-0.135135774,-1.351357739,0.825150634,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07399,C,1,0.61,0.0995106,0.229053,0.259125167,0.259125167,0.259125167,0.259125167,1.784863314,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07399,C,2,1.22,0.199021,0.183856,0.380048063,0.380048063,0.319586615,0.639173230,2.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07399,C,3,1.84,0.300163,0.131845,0.453762358,0.453762358,0.364311863,1.092935588,2.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07399,C,4,2.45,0.399674,0.108583,0.435604287,0.435604287,0.382134969,1.528539875,2.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07399,C,5,3.07,0.500816,0.0934406,0.400274305,0.400274305,0.385762836,1.928814180,2.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07399,C,6,3.68,0.600326,0.0779269,0.405403901,0.405403901,0.389036347,2.334218081,2.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07399,C,7,4.3,0.701468,0.0647752,0.407297182,0.407297182,0.391645038,2.741515264,2.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07399,C,8,4.91,0.800979,0.0590383,0.403289921,0.403289921,0.393100648,3.144805185,1.974700189,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07399,C,9,5.52,0.900489,0.0561159,0.391241475,0.391241475,0.392894073,3.536046660,1.931992106,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07399,C,10,6.13,1,0.0499974,0.406256892,0.406256892,0.394230355,3.942303552,1.958457449,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07577,C,1,0.19,0.112426,0.00370465,-0.264043730,0.264043730,-0.264043730,-0.264043730,0.652869116,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07577,C,2,0.38,0.224852,0.010972,-0.648403603,0.648403603,-0.456223666,-0.912447333,0.229879668,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07577,C,3,0.57,0.337278,0.0187218,-0.740585319,0.740585319,-0.551010884,-1.653032652,0.113217843,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07577,C,4,0.75,0.443787,0.0276494,-0.823673635,0.823673635,-0.619176572,-2.476706287,0.007652241,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07577,C,5,0.94,0.556213,0.0293289,-0.767227672,0.767227672,-0.648786792,-3.243933958,0.046079642,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07577,C,6,1.13,0.668639,0.0288015,-0.705526376,0.705526376,-0.658243389,-3.949460335,0.100647938,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07577,C,7,1.32,0.781065,0.0305095,-0.674716398,0.674716398,-0.660596676,-4.624176733,0.122044561,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07577,C,8,1.51,0.893491,0.0284105,-0.597105504,0.597105504,-0.652660280,-5.221282237,0.202428595,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07577,C,9,1.69,1,0.0245492,-0.489602778,0.489602778,-0.634542779,-5.710885015,0.324671733,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07603,C,1,0.34,0.0827251,0.16922,-0.233390654,0.233390654,-0.233390654,-0.233390654,0.492701505,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07603,C,2,0.68,0.16545,0.170804,-0.077219688,0.077219688,-0.155305171,-0.310610342,0.818447996,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07603,C,3,1.02,0.248175,0.141285,0.034639806,0.034639806,-0.091990179,-0.275970536,1.082112001,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07603,C,4,1.37,0.333333,0.116104,0.138827046,0.138827046,-0.034285873,-0.137143490,1.331718537,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07603,C,5,1.71,0.416058,0.114593,0.151306209,0.151306209,0.002832544,0.014162719,1.362819302,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07603,C,6,2.05,0.498783,0.0999765,0.164350153,0.164350153,0.029752145,0.178512872,1.385534120,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07603,C,7,2.39,0.581509,0.0783954,0.166960279,0.166960279,0.049353307,0.345473151,1.374249558,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07603,C,8,2.74,0.666667,0.0587807,0.185579935,0.185579935,0.066381636,0.531053086,1.399842698,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07603,C,9,3.08,0.749392,0.0476902,0.221903505,0.221903505,0.083661843,0.752956590,1.471825298,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07603,C,10,3.42,0.832117,0.0421879,0.211044598,0.211044598,0.096400119,0.964001188,1.438490564,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07603,C,11,3.76,0.914842,0.0380261,0.223135479,0.223135479,0.107921515,1.187136668,1.459986189,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC07603,C,12,4.11,1,0.033731,0.235472032,0.235472032,0.118550725,1.422608700,1.480995811,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,1,0.34,0.0334975,0.309142,0.257932475,0.257932475,0.257932475,0.257932475,1.860557831,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,2,0.68,0.0669951,0.330164,0.145946984,0.145946984,0.201939730,0.403879459,1.470371787,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,3,1.02,0.100493,0.2901,0.168143629,0.168143629,0.190674363,0.572023089,1.523953887,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,4,1.36,0.13399,0.241936,0.206795877,0.206795877,0.194704742,0.778818966,1.619853353,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,5,1.69,0.166502,0.200832,0.222567662,0.222567662,0.200277326,1.001386628,1.636488837,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,6,2.03,0.2,0.166101,0.225061466,0.225061466,0.204408016,1.226448094,1.612160207,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,7,2.37,0.233498,0.144509,0.209191124,0.209191124,0.205091317,1.435639219,1.545011821,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,8,2.7,0.26601,0.127545,0.196989860,0.196989860,0.204078635,1.632629078,1.495253044,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,9,3.05,0.300493,0.109444,0.196868827,0.196868827,0.203277545,1.829497905,1.478529202,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,10,3.38,0.333005,0.097296,0.179779284,0.179779284,0.200927719,2.009277189,1.422758662,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,11,3.72,0.366502,0.0905244,0.162966469,0.162966469,0.197476696,2.172243657,1.374546256,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,12,4.06,0.4,0.0840483,0.148534482,0.148534482,0.193398178,2.320778139,1.334087371,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,13,4.39,0.432512,0.0736304,0.152893012,0.152893012,0.190282396,2.473671151,1.336444243,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,14,4.74,0.466995,0.0647969,0.156772212,0.156772212,0.187888812,2.630443363,1.338154423,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,15,5.08,0.500493,0.0559177,0.166141567,0.166141567,0.186438995,2.796584929,1.351607367,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,16,5.41,0.533005,0.0470865,0.188603963,0.188603963,0.186574306,2.985188893,1.393443867,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,17,5.75,0.566502,0.0434542,0.205466524,0.205466524,0.187685613,3.190655416,1.427433523,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,18,6.09,0.6,0.0410129,0.196382960,0.196382960,0.188168799,3.387038376,1.403370823,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,19,6.42,0.632512,0.0375441,0.200137612,0.200137612,0.188798736,3.587175988,1.407005278,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,20,6.77,0.666995,0.0347549,0.200048481,0.200048481,0.189361223,3.787224469,1.402736220,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,21,7.11,0.700493,0.032066,0.199510408,0.199510408,0.189844518,3.986734877,1.397484497,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,22,7.44,0.733005,0.0318631,0.179016137,0.179016137,0.189352319,4.165751014,1.352626280,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,23,7.78,0.766502,0.030276,0.170562208,0.170562208,0.188535357,4.336313222,1.332428499,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,24,8.12,0.8,0.0267354,0.192360811,0.192360811,0.188694751,4.528674033,1.373611040,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,25,8.46,0.833498,0.0255735,0.178508679,0.178508679,0.188287308,4.707182712,1.342494732,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,26,8.8,0.866995,0.0246476,0.160213180,0.160213180,0.187207534,4.867395892,1.303252523,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,27,9.13,0.899507,0.0226725,0.162077476,0.162077476,0.186276791,5.029473368,1.304266110,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,28,9.47,0.933005,0.0208377,0.178697845,0.178697845,0.186006115,5.208171213,1.335318239,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,29,9.77,0.962562,0.0199828,0.164942791,0.164942791,0.185279793,5.373114003,1.305989444,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08490,C,30,10.15,1,0.0193369,0.170471389,0.170471389,0.184786180,5.543585392,1.316078634,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08837,C,1,0.52,0.12381,0.0255207,-0.803801822,0.803801822,-0.803801822,-0.803801822,0.032193554,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08837,C,2,1.05,0.25,0.0298148,-0.517475846,0.517475846,-0.660638834,-1.321277668,0.279219868,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08837,C,3,1.57,0.37381,0.0375955,-0.434912827,0.434912827,-0.585396832,-1.756190495,0.352043971,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08837,C,4,2.09,0.497619,0.0571732,-0.428346650,0.428346650,-0.546134286,-2.184537145,0.319830637,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08837,C,5,2.63,0.62619,0.0629939,-0.347429521,0.347429521,-0.506393333,-2.531966666,0.417992069,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08837,C,6,3.15,0.75,0.0583296,-0.214718531,0.214718531,-0.457780866,-2.746685196,0.621574662,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08837,C,7,3.68,0.87619,0.056211,-0.199720656,0.199720656,-0.420915122,-2.946405853,0.647519469,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC08837,C,8,4.2,1,0.0552849,-0.230650930,0.230650930,-0.397132098,-3.177056782,0.599997155,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC12632,C,1,0.71,0.0666041,0.0386713,0.089921887,0.089921887,0.089921887,0.089921887,1.173514405,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC12632,C,2,1.42,0.133208,0.03916,0.071377454,0.071377454,0.080649670,0.161299340,1.136672933,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC12632,C,3,2.14,0.20075,0.0431464,0.121007975,0.121007975,0.094102439,0.282307316,1.240807163,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC12632,C,4,2.85,0.267355,0.0441717,0.163944441,0.163944441,0.111562939,0.446251757,1.334606137,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC12632,C,5,3.55,0.333021,0.0392872,0.147644256,0.147644256,0.118779203,0.593896013,1.294029621,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC12632,C,6,4.26,0.399625,0.0348157,0.165198188,0.165198188,0.126515700,0.759094201,1.326730887,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC12632,C,7,4.97,0.466229,0.0341246,0.133354013,0.133354013,0.127492602,0.892448214,1.258816392,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC12632,C,8,5.69,0.533771,0.032448,0.109348300,0.109348300,0.125224564,1.001796514,1.208316715,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC12632,C,9,6.4,0.600375,0.0344992,0.061017767,0.061017767,0.118090476,1.062814281,1.114310095,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC12632,C,10,7.11,0.666979,0.035856,0.018571112,0.018571112,0.108138539,1.081385392,1.034225179,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC12632,C,11,7.82,0.733583,0.03821,-0.035008683,0.035008683,0.095125155,1.046376710,0.936657214,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC12632,C,12,8.52,0.79925,0.0377025,-0.057779176,0.057779176,0.082383128,0.988597534,0.896815444,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC12632,C,13,9.25,0.86773,0.0359011,-0.057226880,0.057226880,0.071643896,0.931370653,0.898428357,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC12632,C,14,9.95,0.933396,0.0353796,-0.091418216,0.091418216,0.059996603,0.839952438,0.840760947,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC12632,C,15,10.66,1,0.0340453,-0.111309846,0.111309846,0.048576173,0.728642592,0.808942044,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
