GalaxyName,Class,RadiusKpc,RadiusFraction,aN_over_a0,VobsKms,VbarKms,Predicted_S_tau_source_v01,ModelVelocity_S_tau1,ModelVelocity_SourceRule,AbsLogResidual_S_tau1,AbsLogResidual_SourceRule,DeltaAbsLogResidual_SourceMinusS1,InterpretationGuardrail
UGC05829,C,4.4,0.636758,0.0405195,51.900000000,25.693558531,0.850000000,55.715174823,51.211932379,0.070933758,0.013346231,-0.057587527,post_freeze_velocity_readout_no_refit
UGC05829,C,5.03,0.727931,0.0489455,57.600000000,30.192992565,0.850000000,63.506127744,58.509157467,0.097613833,0.015660712,-0.081953121,post_freeze_velocity_readout_no_refit
UGC05829,C,5.65,0.817656,0.0568499,60.700000000,34.486962754,0.850000000,70.772353814,65.329545155,0.153524744,0.073500688,-0.080024055,post_freeze_velocity_readout_no_refit
UGC05829,C,6.29,0.910275,0.0577043,65.600000000,36.660251636,0.850000000,75.046056591,69.288185848,0.134526317,0.054698717,-0.079827600,post_freeze_velocity_readout_no_refit
UGC05829,C,6.91,1,0.0547672,68.600000000,37.433900411,0.850000000,77.296295089,71.316935887,0.119353491,0.038841294,-0.080512196,post_freeze_velocity_readout_no_refit
UGC05918,C,0.56,0.125561,0.0176588,16.900000000,6.051181703,0.825000000,14.882574380,13.337080661,0.127122598,0.236765446,0.109642848,post_freeze_velocity_readout_no_refit
UGC05918,C,1.11,0.248879,0.0185848,27.400000000,8.739891304,0.825000000,21.337371028,19.132812076,0.250082970,0.359138243,0.109055273,post_freeze_velocity_readout_no_refit
UGC05918,C,1.67,0.374439,0.0173589,33.500000000,10.360617742,0.825000000,25.544202101,22.887074838,0.271135072,0.380973105,0.109838034,post_freeze_velocity_readout_no_refit
UGC05918,C,2.23,0.5,0.02506,36.400000000,14.384967848,0.825000000,33.603918580,30.240602202,0.079926090,0.185383309,0.105457219,post_freeze_velocity_readout_no_refit
UGC05918,C,2.79,0.625561,0.0271654,39.800000000,16.752353566,0.825000000,38.660094712,34.826240011,0.029058989,0.133495786,0.104436798,post_freeze_velocity_readout_no_refit
UGC05918,C,3.34,0.748879,0.0234472,41.200000000,17.028825561,0.825000000,40.178237822,36.127090676,0.025112755,0.131395238,0.106282483,post_freeze_velocity_readout_no_refit
UGC05918,C,3.9,0.874439,0.0232382,42.600000000,18.318916453,0.825000000,43.279811090,38.911654528,0.015832016,0.090560445,0.074728429,post_freeze_velocity_readout_no_refit
UGC05918,C,4.46,1,0.0235379,44.500000000,19.715917427,0.825000000,46.491455777,41.805736566,0.043779360,0.062455621,0.018676261,post_freeze_velocity_readout_no_refit
UGC06446,C,0.58,0.0567515,0.106122,31.300000000,15.096729778,0.850000000,27.836096128,25.925191176,0.117284497,0.188402969,0.071118472,post_freeze_velocity_readout_no_refit
UGC06446,C,1.16,0.113503,0.102105,54.800000000,20.941998472,0.850000000,38.877379479,36.187072328,0.343277617,0.414988257,0.071710640,post_freeze_velocity_readout_no_refit
UGC06446,C,1.74,0.170254,0.0795469,61.100000000,22.638736714,0.850000000,43.893385618,40.705188283,0.330748227,0.406156306,0.075408079,post_freeze_velocity_readout_no_refit
UGC06446,C,2.33,0.227984,0.0650753,63.900000000,23.694736757,0.850000000,47.538562196,43.961988380,0.295778144,0.373994001,0.078215857,post_freeze_velocity_readout_no_refit
UGC06446,C,2.91,0.284736,0.065387,67.200000000,26.543491669,0.850000000,53.211131894,49.210985860,0.233405627,0.311556359,0.078150732,post_freeze_velocity_readout_no_refit
UGC06446,C,3.49,0.341487,0.0616207,70.400000000,28.219010436,0.850000000,57.136709066,52.799054271,0.208746462,0.287699984,0.078953522,post_freeze_velocity_readout_no_refit
UGC06446,C,4.07,0.398239,0.0498464,73.700000000,27.408162105,0.850000000,57.477191716,52.966837274,0.248614596,0.330336793,0.081722197,post_freeze_velocity_readout_no_refit
UGC06446,C,4.65,0.45499,0.0490605,78.000000000,29.064186725,0.850000000,61.108457571,56.301816944,0.244058548,0.325982020,0.081923471,post_freeze_velocity_readout_no_refit
UGC06446,C,5.23,0.511742,0.0509631,80.800000000,31.415552677,0.850000000,65.642475341,60.508436941,0.207753989,0.289194157,0.081440167,post_freeze_velocity_readout_no_refit
UGC06446,C,5.81,0.568493,0.0505358,80.500000000,32.972620460,0.850000000,68.991070150,63.588302696,0.154280106,0.235827651,0.081547545,post_freeze_velocity_readout_no_refit
UGC06446,C,6.4,0.626223,0.05138,81.300000000,34.894179314,0.850000000,72.813668447,67.125745077,0.110242326,0.191578364,0.081336038,post_freeze_velocity_readout_no_refit
UGC06446,C,6.98,0.682975,0.0517783,82.100000000,36.582007873,0.850000000,76.238950622,70.290409210,0.074065521,0.155302654,0.081237132,post_freeze_velocity_readout_no_refit
UGC06446,C,7.62,0.745597,0.0525418,82.800000000,38.503125847,0.850000000,80.049828497,73.817823099,0.033778764,0.114827854,0.081049089,post_freeze_velocity_readout_no_refit
UGC06446,C,8.28,0.810176,0.0484768,84.900000000,38.552106298,0.850000000,81.215525639,74.816012738,0.044367662,0.126442157,0.082074495,post_freeze_velocity_readout_no_refit
UGC06446,C,8.9,0.870841,0.039467,84.300000000,36.064354978,0.850000000,78.532277099,72.162088781,0.070872151,0.155467043,0.084594892,post_freeze_velocity_readout_no_refit
UGC06446,C,9.52,0.931507,0.0368611,83.200000000,36.046940231,0.850000000,79.348209166,72.853018826,0.047401470,0.132803377,0.085401907,post_freeze_velocity_readout_no_refit
UGC06446,C,10.22,1,0.0350926,80.100000000,36.441715108,0.850000000,80.839827132,74.180110328,0.009193900,0.076779795,0.067585895,post_freeze_velocity_readout_no_refit
UGC06818,C,0.87,0.124642,0.119907,23.400000000,19.653846952,0.750000000,35.462269654,31.510163978,0.415733282,0.297574137,-0.118159145,post_freeze_velocity_readout_no_refit
UGC06818,C,1.74,0.249284,0.118919,28.000000000,27.680030708,0.750000000,50.017905809,44.433437034,0.580176547,0.461787762,-0.118388785,post_freeze_velocity_readout_no_refit
UGC06818,C,2.61,0.373926,0.0915207,36.700000000,29.740337086,0.750000000,56.279254976,49.644525504,0.427549239,0.302111368,-0.125437872,post_freeze_velocity_readout_no_refit
UGC06818,C,3.5,0.501433,0.0747942,47.600000000,31.133933256,0.750000000,61.005444362,53.537566585,0.248130351,0.117550825,-0.130579525,post_freeze_velocity_readout_no_refit
UGC06818,C,4.37,0.626074,0.0610158,63.300000000,31.421549930,0.750000000,63.726224704,55.650056011,0.006710840,0.128802245,0.122091405,post_freeze_velocity_readout_no_refit
UGC06818,C,5.24,0.750716,0.055214,71.200000000,32.730776801,0.750000000,67.494188422,58.803335516,0.053451322,0.191294239,0.137842917,post_freeze_velocity_readout_no_refit
UGC06818,C,6.11,0.875358,0.0470961,68.100000000,32.642152962,0.750000000,69.089430648,59.977611227,0.014424549,0.127005867,0.112581318,post_freeze_velocity_readout_no_refit
UGC06818,C,6.98,1,0.040278,74.400000000,32.264676505,0.750000000,70.031049051,60.589455915,0.060517240,0.205335059,0.144817818,post_freeze_velocity_readout_no_refit
UGC06917,C,1.74,0.166189,0.245547,59.200000000,39.774756442,0.825000000,63.026403285,58.957365087,0.062632196,0.004106985,-0.058525212,post_freeze_velocity_readout_no_refit
UGC06917,C,2.61,0.249284,0.180645,71.200000000,41.782939700,0.825000000,70.020755535,65.079137764,0.016701113,0.089888785,0.073187672,post_freeze_velocity_readout_no_refit
UGC06917,C,3.5,0.334288,0.150128,84.500000000,44.109400359,0.825000000,76.442053618,70.783839298,0.100218550,0.177120818,0.076902269,post_freeze_velocity_readout_no_refit
UGC06917,C,4.37,0.417383,0.138782,93.500000000,47.388522345,0.825000000,83.296306473,77.012444251,0.115557228,0.193994414,0.078437186,post_freeze_velocity_readout_no_refit
UGC06917,C,5.24,0.500478,0.123304,97.500000000,48.912619026,0.825000000,87.816524541,81.008341076,0.104602688,0.185300252,0.080697564,post_freeze_velocity_readout_no_refit
UGC06917,C,6.11,0.583572,0.110699,100.000000000,50.044711009,0.825000000,91.588567524,84.318392634,0.087863731,0.170570164,0.082706433,post_freeze_velocity_readout_no_refit
UGC06917,C,6.98,0.666667,0.103588,101.000000000,51.742541008,0.825000000,95.812913853,88.100598606,0.052723041,0.136641189,0.083918148,post_freeze_velocity_readout_no_refit
UGC06917,C,7.85,0.749761,0.0943311,103.000000000,52.363440490,0.825000000,98.568498221,90.482613118,0.043977268,0.129571276,0.085594008,post_freeze_velocity_readout_no_refit
UGC06917,C,8.72,0.832856,0.0856562,105.000000000,52.590029949,0.825000000,100.670747554,92.256621973,0.042105084,0.129386287,0.087281203,post_freeze_velocity_readout_no_refit
UGC06917,C,9.6,0.916905,0.081983,110.000000000,53.983782750,0.825000000,104.124674969,95.350018831,0.054891387,0.142925836,0.088034449,post_freeze_velocity_readout_no_refit
UGC06917,C,10.47,1,0.0817695,111.000000000,56.303442612,0.825000000,108.647721335,99.487472559,0.021419467,0.109498469,0.088079002,post_freeze_velocity_readout_no_refit
UGC06973,C,1.74,0.221656,10.4693,170.000000000,259.716846816,0.725000000,268.246370105,265.900751201,0.456107413,0.447324686,-0.008782726,post_freeze_velocity_readout_no_refit
UGC06973,C,2.61,0.332484,5.0538,174.000000000,221.001402258,0.725000000,235.365712386,231.415527101,0.302085228,0.285159614,-0.016925614,post_freeze_velocity_readout_no_refit
UGC06973,C,3.5,0.44586,2.95569,170.000000000,195.717432846,0.725000000,216.250589482,210.603971407,0.240639435,0.214181020,-0.026458415,post_freeze_velocity_readout_no_refit
UGC06973,C,4.37,0.556688,1.88715,170.000000000,174.747178432,0.725000000,201.496210813,194.140226908,0.169972139,0.132782280,-0.037189859,post_freeze_velocity_readout_no_refit
UGC06973,C,5.32,0.677707,1.30104,171.000000000,160.091272311,0.725000000,192.953369470,183.916292752,0.120784994,0.072817167,-0.047967827,post_freeze_velocity_readout_no_refit
UGC06973,C,6.28,0.8,0.944876,174.000000000,148.229016154,0.725000000,186.751355116,176.157711901,0.070722781,0.012324385,-0.058398396,post_freeze_velocity_readout_no_refit
UGC06973,C,6.81,0.867516,0.800027,177.000000000,142.033803019,0.725000000,183.497465247,172.094958134,0.036051121,0.028103326,-0.007947796,post_freeze_velocity_readout_no_refit
UGC06973,C,7.33,0.933758,0.685088,178.000000000,136.361307012,0.725000000,180.543635508,168.393495171,0.014188946,0.055480076,0.041291130,post_freeze_velocity_readout_no_refit
UGC06973,C,7.85,1,0.593976,180.000000000,131.396929264,0.725000000,178.091881743,165.250769811,0.010657244,0.085492714,0.074835469,post_freeze_velocity_readout_no_refit
UGC07323,C,0.58,0.0996564,0.113225,23.900000000,15.593771192,0.850000000,28.424797357,26.500143432,0.173383452,0.103271687,-0.070111765,post_freeze_velocity_readout_no_refit
UGC07323,C,1.17,0.201031,0.142112,34.700000000,24.812691309,0.850000000,43.428334382,40.635987921,0.224372407,0.157914389,-0.066458018,post_freeze_velocity_readout_no_refit
UGC07323,C,1.75,0.300687,0.143145,42.800000000,30.456051944,0.850000000,53.236111253,49.819102356,0.218198846,0.151860389,-0.066338457,post_freeze_velocity_readout_no_refit
UGC07323,C,2.33,0.400344,0.135727,51.300000000,34.219714347,0.850000000,60.390191723,56.464620116,0.163135951,0.095923497,-0.067212454,post_freeze_velocity_readout_no_refit
UGC07323,C,2.91,0.5,0.136113,57.700000000,38.296738112,0.850000000,67.550764330,63.162660397,0.157622206,0.090456137,-0.067166069,post_freeze_velocity_readout_no_refit
UGC07323,C,3.5,0.601375,0.134841,67.300000000,41.803341374,0.850000000,73.860423870,69.051861496,0.093016912,0.025697602,-0.067319310,post_freeze_velocity_readout_no_refit
UGC07323,C,4.07,0.699313,0.137435,75.400000000,45.510443307,0.850000000,80.135551967,74.941785668,0.060912325,0.006095654,-0.054816671,post_freeze_velocity_readout_no_refit
UGC07323,C,4.65,0.798969,0.143915,79.500000000,49.778968451,0.850000000,86.927820300,81.355492523,0.089321101,0.023071327,-0.066249774,post_freeze_velocity_readout_no_refit
UGC07323,C,5.23,0.898625,0.136679,82.800000000,51.447964974,0.850000000,90.680288132,84.795439658,0.090911942,0.023813702,-0.067098239,post_freeze_velocity_readout_no_refit
UGC07323,C,5.82,1,0.12424,85.600000000,51.743761460,0.850000000,92.774134773,86.619578776,0.080482598,0.011840590,-0.068642008,post_freeze_velocity_readout_no_refit
UGC07399,C,0.61,0.0995106,0.229053,47.300000000,22.745690801,0.825000000,36.502659765,34.095190196,0.259125167,0.327353971,0.068228804,post_freeze_velocity_readout_no_refit
UGC07399,C,1.22,0.199021,0.183856,70.400000000,28.819384102,0.825000000,48.141529344,44.760153926,0.380048063,0.452874941,0.072826878,post_freeze_velocity_readout_no_refit
UGC07399,C,1.84,0.300163,0.131845,83.700000000,29.971422222,0.825000000,53.169058455,49.109472114,0.453762358,0.533187047,0.079424688,post_freeze_velocity_readout_no_refit
UGC07399,C,2.45,0.399674,0.108583,89.100000000,31.385623301,0.825000000,57.636442378,53.042549039,0.435604287,0.518664931,0.083060644,post_freeze_velocity_readout_no_refit
UGC07399,C,3.07,0.500816,0.0934406,91.700000000,32.591388433,0.825000000,61.451489447,56.400971769,0.400274305,0.486035991,0.085761686,post_freeze_velocity_readout_no_refit
UGC07399,C,3.68,0.600326,0.0779269,95.100000000,32.586190327,0.825000000,63.403880627,58.010784824,0.405403901,0.494300031,0.088896130,post_freeze_velocity_readout_no_refit
UGC07399,C,4.3,0.701468,0.0647752,96.900000000,32.114753619,0.825000000,64.481756360,58.817530880,0.407297182,0.499239564,0.091942382,post_freeze_velocity_readout_no_refit
UGC07399,C,4.91,0.800979,0.0590383,100.000000000,32.762225199,0.825000000,66.811836959,60.853154901,0.403289921,0.496706521,0.093416600,post_freeze_velocity_readout_no_refit
UGC07399,C,5.52,0.900489,0.0561159,103.000000000,33.867130082,0.825000000,69.650335247,63.388274343,0.391241475,0.485450091,0.094208616,post_freeze_velocity_readout_no_refit
UGC07399,C,6.13,1,0.0499974,106.000000000,33.687590445,0.825000000,70.610736069,64.149185585,0.406256892,0.502227699,0.095970806,post_freeze_velocity_readout_no_refit
UGC07577,C,0.19,0.112426,0.00370465,3.740000000,1.614419400,0.825000000,4.870172423,4.300415644,0.264043730,0.139626068,-0.124417662,post_freeze_velocity_readout_no_refit
UGC07577,C,0.38,0.224852,0.010972,5.400000000,3.929172941,0.825000000,10.327420642,9.207727294,0.648403603,0.533644101,-0.114759501,post_freeze_velocity_readout_no_refit
UGC07577,C,0.57,0.337278,0.0187218,7.310000000,6.286032135,0.825000000,15.330259074,13.747519360,0.740585319,0.631615124,-0.108970195,post_freeze_velocity_readout_no_refit
UGC07577,C,0.75,0.443787,0.0276494,8.850000000,8.762725033,0.825000000,20.167877061,18.171975456,0.823673635,0.719463138,-0.104210497,post_freeze_velocity_readout_no_refit
UGC07577,C,0.94,0.556213,0.0293289,10.700000000,10.103642907,0.825000000,23.045520522,20.780691939,0.767227672,0.663780542,-0.103447130,post_freeze_velocity_readout_no_refit
UGC07577,C,1.13,0.668639,0.0288015,12.400000000,10.977725174,0.825000000,25.108912154,22.635954432,0.705526376,0.601843074,-0.103683303,post_freeze_velocity_readout_no_refit
UGC07577,C,1.32,0.781065,0.0305095,14.100000000,12.211547813,0.825000000,27.685012320,24.977156031,0.674716398,0.571786851,-0.102929547,post_freeze_velocity_readout_no_refit
UGC07577,C,1.51,0.893491,0.0284105,15.900000000,12.603576873,0.825000000,28.887951742,26.038186140,0.597105504,0.493245049,-0.103860455,post_freeze_velocity_readout_no_refit
UGC07577,C,1.69,1,0.0245492,17.800000000,12.394468524,0.825000000,29.043689628,26.130075935,0.489602778,0.383888528,-0.105714250,post_freeze_velocity_readout_no_refit
UGC07603,C,0.34,0.0827251,0.16922,19.600000000,14.595908673,0.850000000,24.752344710,23.228879304,0.233390654,0.169866736,-0.063523918,post_freeze_velocity_readout_no_refit
UGC07603,C,0.68,0.16545,0.170804,32.500000000,20.738102613,0.850000000,35.109079690,32.953433129,0.077219688,0.013855358,-0.063364330,post_freeze_velocity_readout_no_refit
UGC07603,C,1.02,0.248175,0.141285,41.900000000,23.100130952,0.850000000,40.473442604,37.867445856,0.034639806,0.101194032,0.066554226,post_freeze_velocity_readout_no_refit
UGC07603,C,1.37,0.333333,0.116104,50.600000000,24.268833923,0.850000000,44.041154678,41.075306565,0.138827046,0.208544449,0.069717403,post_freeze_velocity_readout_no_refit
UGC07603,C,1.71,0.416058,0.114593,57.000000000,26.936608918,0.850000000,48.996313410,45.687357736,0.151306209,0.221229644,0.069923435,post_freeze_velocity_readout_no_refit
UGC07603,C,2.05,0.498783,0.0999765,60.500000000,27.548106106,0.850000000,51.330915499,47.763494090,0.164350153,0.236381739,0.072031586,post_freeze_velocity_readout_no_refit
UGC07603,C,2.39,0.581509,0.0783954,60.500000000,26.339659261,0.850000000,51.197110037,47.468492421,0.166960279,0.242577192,0.075616912,post_freeze_velocity_readout_no_refit
UGC07603,C,2.74,0.666667,0.0587807,60.000000000,24.420716615,0.850000000,49.837346245,46.024851801,0.185579935,0.265163055,0.079583120,post_freeze_velocity_readout_no_refit
UGC07603,C,3.08,0.749392,0.0476902,61.500000000,23.321464362,0.850000000,49.261048134,45.370110568,0.221903505,0.304183644,0.082280139,post_freeze_velocity_readout_no_refit
UGC07603,C,3.42,0.832117,0.0421879,61.500000000,23.113895172,0.850000000,49.798884143,45.796135798,0.211044598,0.294837458,0.083792861,post_freeze_velocity_readout_no_refit
UGC07603,C,3.76,0.914842,0.0380261,63.000000000,23.009164479,0.850000000,50.400406823,46.291720471,0.223135479,0.308171605,0.085036125,post_freeze_velocity_readout_no_refit
UGC07603,C,4.11,1,0.033731,64.000000000,22.656939334,0.850000000,50.572656810,46.385299189,0.235472032,0.321900502,0.086428470,post_freeze_velocity_readout_no_refit
UGC08490,C,0.34,0.0334975,0.309142,38.800000000,19.728065034,0.850000000,29.978719252,28.441121120,0.257932475,0.310584222,0.052651747,post_freeze_velocity_readout_no_refit
UGC08490,C,0.68,0.0669951,0.330164,50.100000000,28.832710591,0.850000000,43.296596264,41.127013413,0.145946984,0.197355842,0.051408857,post_freeze_velocity_readout_no_refit
UGC08490,C,1.02,0.100493,0.2901,60.200000000,33.100877632,0.850000000,50.882992028,48.215674869,0.168143629,0.221988179,0.053844550,post_freeze_velocity_readout_no_refit
UGC08490,C,1.36,0.13399,0.241936,68.200000000,34.904816287,0.850000000,55.459259469,52.376092992,0.206795877,0.263994318,0.057198441,post_freeze_velocity_readout_no_refit
UGC08490,C,1.69,0.166502,0.200832,72.800000000,35.450760218,0.850000000,58.273549446,54.850131061,0.222567662,0.283111379,0.060543717,post_freeze_velocity_readout_no_refit
UGC08490,C,2.03,0.2,0.166101,75.300000000,35.334619709,0.850000000,60.124575529,56.406082156,0.225061466,0.288903142,0.063841676,post_freeze_velocity_readout_no_refit
UGC08490,C,2.37,0.233498,0.144509,76.600000000,35.611292451,0.850000000,62.140997268,58.161541545,0.209191124,0.275372739,0.066181614,post_freeze_velocity_readout_no_refit
UGC08490,C,2.7,0.26601,0.127545,77.600000000,35.709137486,0.850000000,63.725039329,59.522654053,0.196989860,0.265210447,0.068220587,post_freeze_velocity_readout_no_refit
UGC08490,C,3.05,0.300493,0.109444,78.500000000,35.156931038,0.850000000,64.471921156,60.074672638,0.196868827,0.267510292,0.070641466,post_freeze_velocity_readout_no_refit
UGC08490,C,3.38,0.333005,0.097296,78.200000000,34.895677383,0.850000000,65.332548910,60.767018181,0.179779284,0.252222470,0.072443186,post_freeze_velocity_readout_no_refit
UGC08490,C,3.72,0.366502,0.0905244,78.800000000,35.311830171,0.850000000,66.950030532,62.204300478,0.162966469,0.236488860,0.073522391,post_freeze_velocity_readout_no_refit
UGC08490,C,4.06,0.4,0.0840483,79.200000000,35.546206549,0.850000000,68.268046530,63.359770533,0.148534482,0.223147173,0.074612691,post_freeze_velocity_readout_no_refit
UGC08490,C,4.39,0.432512,0.0736304,79.200000000,34.596063360,0.850000000,67.971145673,62.964883326,0.152893012,0.229399135,0.076506123,post_freeze_velocity_readout_no_refit
UGC08490,C,4.74,0.466995,0.0647969,79.200000000,33.723458453,0.850000000,67.707982777,62.610304128,0.156772212,0.235046432,0.078274220,post_freeze_velocity_readout_no_refit
UGC08490,C,5.08,0.500493,0.0559177,78.800000000,32.431900191,0.850000000,66.737794741,61.591910559,0.166141567,0.246382457,0.080240890,post_freeze_velocity_readout_no_refit
UGC08490,C,5.41,0.533005,0.0470865,78.500000000,30.712332214,0.850000000,65.006980833,59.862783540,0.188603963,0.271043623,0.082439659,post_freeze_velocity_readout_no_refit
UGC08490,C,5.75,0.566502,0.0434542,80.100000000,30.416969770,0.850000000,65.222814967,60.001938187,0.205466524,0.288898989,0.083432466,post_freeze_velocity_readout_no_refit
UGC08490,C,6.09,0.6,0.0410129,80.100000000,30.411267649,0.850000000,65.817969526,60.506964244,0.196382960,0.280517384,0.084134424,post_freeze_velocity_readout_no_refit
UGC08490,C,6.42,0.632512,0.0375441,80.100000000,29.874743514,0.850000000,65.571309297,60.216824430,0.200137612,0.285324065,0.085186453,post_freeze_velocity_readout_no_refit
UGC08490,C,6.77,0.666995,0.0347549,80.100000000,29.516712215,0.850000000,65.577153993,60.168087727,0.200048481,0.286133747,0.086085265,post_freeze_velocity_readout_no_refit
UGC08490,C,7.11,0.700493,0.032066,79.800000000,29.055127775,0.850000000,65.366709297,59.919972068,0.199510408,0.286513631,0.087003224,post_freeze_velocity_readout_no_refit
UGC08490,C,7.44,0.733005,0.0318631,79.800000000,29.627573306,0.850000000,66.720174126,61.156284003,0.179016137,0.266090884,0.087074747,post_freeze_velocity_readout_no_refit
UGC08490,C,7.78,0.766502,0.030276,79.500000000,29.532825805,0.850000000,67.033655471,61.408531021,0.170562208,0.258208254,0.087646047,post_freeze_velocity_readout_no_refit
UGC08490,C,8.12,0.8,0.0267354,79.500000000,28.352246825,0.850000000,65.588226792,60.002829797,0.192360811,0.281365297,0.089004486,post_freeze_velocity_readout_no_refit
UGC08490,C,8.46,0.833498,0.0255735,78.800000000,28.303875176,0.850000000,65.917523583,60.275476322,0.178508679,0.267987670,0.089478991,post_freeze_velocity_readout_no_refit
UGC08490,C,8.8,0.866995,0.0246476,77.900000000,28.339648022,0.850000000,66.367851374,60.663620872,0.160213180,0.250081761,0.089868581,post_freeze_velocity_readout_no_refit
UGC08490,C,9.13,0.899507,0.0226725,77.200000000,27.685412224,0.850000000,65.648974572,59.954440220,0.162077476,0.252814513,0.090737037,post_freeze_velocity_readout_no_refit
UGC08490,C,9.47,0.933005,0.0208377,77.600000000,27.031206965,0.850000000,64.901425115,59.220892393,0.178697845,0.270293036,0.091595190,post_freeze_velocity_readout_no_refit
UGC08490,C,9.77,0.962562,0.0199828,76.600000000,26.886921542,0.850000000,64.952373514,59.242555718,0.164942791,0.256956947,0.092014156,post_freeze_velocity_readout_no_refit
UGC08490,C,10.15,1,0.0193369,77.600000000,26.958301133,0.850000000,65.437535994,59.665650765,0.170471389,0.262810936,0.092339548,post_freeze_velocity_readout_no_refit
UGC08837,C,0.52,0.12381,0.0255207,7.310000000,7.009932239,0.825000000,16.330672623,14.699543056,0.803801822,0.698573135,-0.105228687,post_freeze_velocity_readout_no_refit
UGC08837,C,1.05,0.25,0.0298148,14.600000000,10.766550051,0.825000000,24.495694686,22.093094375,0.517475846,0.414243559,-0.103232287,post_freeze_velocity_readout_no_refit
UGC08837,C,1.57,0.37381,0.0375955,21.000000000,14.783722468,0.825000000,32.441396090,29.351303206,0.434912827,0.334814510,-0.100098317,post_freeze_velocity_readout_no_refit
UGC08837,C,2.09,0.497619,0.0571732,28.100000000,21.034642854,0.825000000,43.125575784,39.259662522,0.428346650,0.334428016,-0.093918634,post_freeze_velocity_readout_no_refit
UGC08837,C,2.63,0.62619,0.0629939,35.300000000,24.768117611,0.825000000,49.964486576,45.555122007,0.347429521,0.255040101,-0.092389419,post_freeze_velocity_readout_no_refit
UGC08837,C,3.15,0.75,0.0583296,43.000000000,26.083497657,0.825000000,53.299057403,48.536334447,0.214718531,0.121112566,-0.093605965,post_freeze_velocity_readout_no_refit
UGC08837,C,3.68,0.87619,0.056211,46.600000000,27.675825191,0.825000000,56.901471242,51.786983183,0.199720656,0.105538287,-0.094182370,post_freeze_velocity_readout_no_refit
UGC08837,C,4.2,1,0.0552849,48.000000000,29.322014767,0.825000000,60.452137766,55.004366241,0.230650930,0.136211557,-0.094439372,post_freeze_velocity_readout_no_refit
UGC12632,C,0.71,0.0666041,0.0386713,24.100000000,10.082990628,0.825000000,22.027462129,19.937179617,0.089921887,0.189625529,0.099703642,post_freeze_velocity_readout_no_refit
UGC12632,C,1.42,0.133208,0.03916,33.600000000,14.349318799,0.825000000,31.285308597,28.321510383,0.071377454,0.170904467,0.099527013,post_freeze_velocity_readout_no_refit
UGC12632,C,2.14,0.20075,0.0431464,44.800000000,18.490336665,0.825000000,39.694004816,35.983362889,0.121007975,0.219151450,0.098143474,post_freeze_velocity_readout_no_refit
UGC12632,C,2.85,0.267355,0.0441717,54.400000000,21.590396013,0.825000000,46.174131294,41.871977620,0.163944441,0.261747343,0.097802901,post_freeze_velocity_readout_no_refit
UGC12632,C,3.55,0.333021,0.0392872,57.400000000,22.725083058,0.825000000,49.521159720,44.831846304,0.147644256,0.247125561,0.099481305,post_freeze_velocity_readout_no_refit
UGC12632,C,4.26,0.399625,0.0348157,61.400000000,23.434625024,0.825000000,52.050356645,47.042603611,0.165198188,0.266356184,0.101157996,post_freeze_velocity_readout_no_refit
UGC12632,C,4.97,0.466229,0.0341246,63.800000000,25.059816440,0.825000000,55.834903099,50.449262934,0.133354013,0.234785053,0.101431041,post_freeze_velocity_readout_no_refit
UGC12632,C,5.69,0.533771,0.032448,65.500000000,26.146653706,0.825000000,58.715388227,53.015859686,0.109348300,0.211459034,0.102110735,post_freeze_velocity_readout_no_refit
UGC12632,C,6.4,0.600375,0.0344992,67.600000000,28.593048106,0.825000000,63.598521063,57.472563296,0.061017767,0.162300309,0.101282543,post_freeze_velocity_readout_no_refit
UGC12632,C,7.11,0.666979,0.035856,69.200000000,30.724262400,0.825000000,67.926738599,61.416305265,0.018571112,0.119325505,0.100754393,post_freeze_velocity_readout_no_refit
UGC12632,C,7.82,0.733583,0.03821,70.300000000,33.262741919,0.825000000,72.804697659,65.884855405,0.035008683,0.064863195,0.029854513,post_freeze_velocity_readout_no_refit
UGC12632,C,8.52,0.79925,0.0377025,71.400000000,34.488224802,0.825000000,75.646944183,68.444168291,0.057779176,0.042279518,-0.015499658,post_freeze_velocity_readout_no_refit
UGC12632,C,9.25,0.86773,0.0359011,73.200000000,35.066379197,0.825000000,77.511189101,70.083347368,0.057226880,0.043510211,-0.013716670,post_freeze_velocity_readout_no_refit
UGC12632,C,9.95,0.933396,0.0353796,73.000000000,36.103856442,0.825000000,79.988082647,72.308343061,0.091418216,0.009519924,-0.081898292,post_freeze_velocity_readout_no_refit
UGC12632,C,10.66,1,0.0340453,73.100000000,36.658348981,0.825000000,81.706880334,73.823387348,0.111309846,0.009847216,-0.101462630,post_freeze_velocity_readout_no_refit
