GalaxyName,RadiusKpc,NearestProfileRadiusKpc,RadiusDeltaKpc,NativeMedianMJySr,BackgroundNativeMJySr,CorrectedI3p6LsunPc2,SparcSBdiskLsunPc2,AbsFractionalError,ValidationUse,CanRunVelocitySolverNow,CanScoreMissingGalaxiesNow,Guardrail
NGC2403,13.420000,13.250000,0.170000,0.0075934846,0.00294824317,3.27346944,0.05,64.469388788,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC2403,13.910000,13.750000,0.160000,0.00656693894,0.00294824317,2.55006983,0.04,62.751745695,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC2403,14.410000,14.250000,0.160000,0.00619248487,0.00294824317,2.28619464,0.03,75.206488001,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC2403,14.910000,14.750000,0.160000,0.00557269529,0.00294824317,1.84943322,0.02,91.471660940,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC2403,15.400000,15.250000,0.150000,0.00575637724,0.00294824317,1.97887262,0.01,196.887261586,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC2403,15.900000,15.750000,0.150000,0.00582246855,0.00294824317,2.0254467,0.01,201.544670394,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC2403,16.400000,16.250000,0.150000,0.00515107997,0.00294824317,1.55232383,0.01,154.232382503,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,0.320000,0.250000,0.070000,4.32112193,0.00776277203,3039.5943,1084.92,1.801675978,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,0.640000,0.750000,0.110000,1.74676371,0.00776277203,1225.46191,590.57,1.075049372,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,0.960000,0.750000,0.210000,1.74676371,0.00776277203,1225.46191,410.97,1.981876799,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,1.280000,1.250000,0.030000,1.16808808,0.00776277203,817.673202,329.34,1.482763109,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,1.610000,1.750000,0.140000,0.679195106,0.00776277203,473.153712,268.62,0.761423989,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,1.930000,1.750000,0.180000,0.679195106,0.00776277203,473.153712,247.67,0.910419962,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,2.240000,2.250000,0.010000,0.549382448,0.00776277203,381.675632,227.56,0.677252732,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,2.570000,2.750000,0.180000,0.462999016,0.00776277203,320.801826,205.02,0.564734298,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,2.890000,2.750000,0.140000,0.462999016,0.00776277203,320.801826,200.2,0.602406723,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,3.210000,3.250000,0.040000,0.399232924,0.00776277203,275.866303,208.58,0.322592304,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,3.540000,3.750000,0.210000,0.319813401,0.00776277203,219.899915,208.47,0.054827627,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,3.850000,3.750000,0.100000,0.319813401,0.00776277203,219.899915,196.07,0.121537795,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,4.170000,4.250000,0.080000,0.217652865,0.00776277203,147.908094,179.96,0.178105725,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,4.500000,4.250000,0.250000,0.217652865,0.00776277203,147.908094,164.19,0.099165030,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,4.820000,4.750000,0.070000,0.151929729,0.00776277203,101.593455,150.99,0.327151100,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,5.150000,5.250000,0.100000,0.0864980929,0.00776277203,55.4842349,138.08,0.598173270,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,5.460000,5.250000,0.210000,0.0864980929,0.00776277203,55.4842349,126,0.559648929,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,5.780000,5.750000,0.030000,0.0605596825,0.00776277203,37.2056169,113.63,0.672572236,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,6.100000,6.250000,0.150000,0.0464252755,0.00776277203,27.2451982,101.19,0.730752068,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,6.430000,6.250000,0.180000,0.0464252755,0.00776277203,27.2451982,86.52,0.685099420,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,6.740000,6.750000,0.010000,0.0441560447,0.00776277203,25.646087,70.23,0.634827182,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,7.060000,7.250000,0.190000,0.0335021242,0.00776277203,18.1383431,57.67,0.685480439,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,8.040000,8.250000,0.210000,0.0232782532,0.00776277203,10.933652,40.74,0.731623661,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,9.040000,9.250000,0.210000,0.0179135296,0.00776277203,7.1531685,31.83,0.775269604,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,10.040000,10.250000,0.210000,0.0157185718,0.00776277203,5.60639696,26.64,0.789549664,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,11.040000,11.250000,0.210000,0.0158997215,0.00776277203,5.73405189,21.02,0.727209710,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,12.050000,12.250000,0.200000,0.0121072195,0.00776277203,3.06150202,15.42,0.801459013,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,14.050000,14.250000,0.200000,0.0165862553,0.00776277203,6.2178475,6.42,0.031487928,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,16.070000,16.250000,0.180000,0.0153310485,0.00776277203,5.33331197,2.95,0.807902364,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,18.130000,18.250000,0.120000,0.0173259713,0.00776277203,6.73912024,2.39,1.819715583,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,20.050000,20.250000,0.200000,0.0197706707,0.00776277203,8.46188297,1.44,4.876307615,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,22.120000,22.250000,0.130000,0.0182527415,0.00776277203,7.39220878,0.72,9.266956638,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,24.030000,24.250000,0.220000,0.0155885965,0.00776277203,5.51480426,0.28,18.695729511,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,26.100000,26.250000,0.150000,0.0159618072,0.00776277203,5.77780326,0.16,35.111270353,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,28.160000,28.250000,0.090000,0.0175799616,0.00776277203,6.91810545,0.08,85.476318084,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,30.080000,30.250000,0.170000,0.0145189762,0.00776277203,4.76105025,0.04,118.026256278,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,32.140000,32.250000,0.110000,0.0151322298,0.00776277203,5.19320581,0.02,258.660290628,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,34.060000,34.250000,0.190000,0.0141267926,0.00776277203,4.48468119,0.01,447.468118644,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC3198,36.120000,36.250000,0.130000,0.012865182,0.00776277203,3.59563294,0.01,358.563294089,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,0.720000,0.750000,0.030000,10.5234799,0.00107257813,7415.06751,4079.93,0.817449689,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,1.430000,1.250000,0.180000,6.66051245,0.00107257813,4692.86112,2087.92,1.247624967,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,2.160000,2.250000,0.090000,3.62890077,0.00107257813,2556.50538,1497.11,0.707626949,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,2.870000,2.750000,0.120000,2.69086266,0.00107257813,1895.47643,897.98,1.110822544,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,3.590000,3.750000,0.160000,1.75342649,0.00107257813,1234.87166,618.08,0.997915571,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,4.300000,4.250000,0.050000,1.40789354,0.00107257813,991.376981,518.18,0.913190361,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,5.030000,5.250000,0.220000,1.02838516,0.00107257813,723.940056,418.28,0.730754653,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,5.750000,5.750000,0.000000,0.904500186,0.00107257813,636.639174,347.11,0.834113605,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,6.460000,6.250000,0.210000,0.794118464,0.00107257813,558.853939,262.38,1.129941075,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,7.180000,7.250000,0.070000,0.540165544,0.00107257813,379.895077,205.49,0.848727805,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,7.910000,7.750000,0.160000,0.466253519,0.00107257813,327.809785,160.87,1.037730993,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,8.620000,8.750000,0.130000,0.346502915,0.00107257813,243.422364,129.11,0.885387377,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,11.490000,11.250000,0.240000,0.18407689,0.00107257813,128.96187,52.63,1.450349044,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,14.300000,14.250000,0.050000,0.0897236392,0.00107257813,62.4717883,25.15,1.483967725,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,17.190000,17.250000,0.060000,0.0504101329,0.00107257813,34.7678329,9.46,2.675246605,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,20.070000,20.250000,0.180000,0.0381379128,0.00107257813,26.1196844,3.58,6.296001240,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,22.960000,22.750000,0.210000,0.0278932061,0.00107257813,18.9003106,1.78,9.618152043,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,25.850000,25.750000,0.100000,0.0152947623,0.00107257813,10.0222746,0.59,15.986906119,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,28.740000,28.750000,0.010000,0.00939466618,0.00107257813,5.86451777,0.15,38.096785121,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,31.620000,31.750000,0.130000,0.00564730819,0.00107257813,3.22378057,0.09,34.819784063,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,34.510000,34.750000,0.240000,0.00330409594,0.00107257813,1.57253513,0.04,38.313378350,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,37.400000,37.250000,0.150000,0.00201511011,0.00107257813,0.664195754,0.01,65.419575359,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
NGC5055,40.290000,40.250000,0.040000,0.00169814937,0.00107257813,0.440835717,0.01,43.083571697,photometry_policy_stress_test_only_not_solver,no,no,route2_photometry_policy_background_only_does_not_validate_solver
